turn_id;utterance;speaker;Gold
28;people don't really care about cleanliness;speaker_7;neutral
28;How do you feel when you say that?;Eliza;neutral
29;it makes me really angry;speaker_7;anger
29;Please tell me more.;Eliza;neutral
30;i am afraid of any types of rat;speaker_7;fear
30;How does that make you feel?;Eliza;neutral
31;i feel disgusted to think about it;speaker_7;disgust
31;How does that make you feel?;Eliza;neutral
32;well, i am pretty much annoyed by this;speaker_7;anger
32;I see.;Eliza;neutral
33;cleaning day is in every friday;speaker_7;neutral
33;Can you elaborate on that?;Eliza;neutral
34;people work on different stuff to clean ;speaker_7;neutral
34;I see.;Eliza;neutral
35;i am surprised of how clean the area can be;speaker_7;surprise
35;How does that make you feel?;Eliza;neutral
36;well, it makes me happy honestly;speaker_7;joy
36;How does that make you feel?;Eliza;neutral
37;like i am not angry at all;speaker_7;neutral
37;Why do you say that like you are not angry at all?;Eliza;neutral
38;in general i am afraid of germs;speaker_7;fear
38;Why do you say that in general you are afraid of germs?;Eliza;neutral
39;germs can do harmful thing to your body;speaker_7;neutral
39;Can you elaborate on that?;Eliza;neutral
40;i don't want to be sick because of it;speaker_7;neutral
40;I see.;Eliza;neutral
41;i will be really sad if i am sick;speaker_7;sadness
41;you will be really sad if you are sick.;Eliza;neutral
42;yes. it means i have to stop working and get some rest;speaker_7;neutral
42;I see.;Eliza;neutral
43;everything has two sides;speaker_7;neutral
43;Can you elaborate on that?;Eliza;neutral
44;the area is nice but it can annoyed me sometimes;speaker_7;neutral
44;Let's change focus a bit... Tell me about your family.;Eliza;neutral
45;my mother is a very good cook;speaker_7;neutral
45;Tell me more about your mother.;Eliza;neutral
46;i feel happy whenever i eat her food;speaker_7;joy
46;How does that make you feel?;Eliza;neutral
47;i feel all of the hapiness in the world;speaker_7;joy
47;Very interesting.;Eliza;neutral
48;my sister likes to sing;speaker_7;neutral
48;How do you feel when you say that?;Eliza;neutral
49;i am sad to think that i am away from her now;speaker_7;sadness
49;How does that make you feel?;Eliza;neutral
50;i am not happy;speaker_7;anger
50;How do you feel when you say that?;Eliza;neutral
1;Scared;speaker_8;fear
1;I see.;Eliza;neutral
2;Very scared;speaker_8;fear
2;Why do you say that very scared?;Eliza;neutral
3;I had a scary experience;speaker_8;fear
3;How do you feel when you say that?;Eliza;neutral
4;Terrified;speaker_8;fear
4;Please tell me more.;Eliza;neutral
5;On my way here someone jumped in front of me dressed as a ghost and I screamed;speaker_8;fear
5;How do you feel when you say that?;Eliza;neutral
6;Better;speaker_8;joy
6;better.;Eliza;neutral
7;Yes;speaker_8;neutral
7;OK, but can you elaborate a bit?;Eliza;neutral
8;Talking about it makes me feel better;speaker_8;joy
8;I see.  And what does that tell you?;Eliza;neutral
9;That I enjoy communicating my emotions;speaker_8;neutral
9;How do you feel when you say that?;Eliza;neutral
10;I feel good;speaker_8;joy
10;When do you usually feel good?;Eliza;neutral
11;Often;speaker_8;neutral
11;Very interesting.;Eliza;neutral
12;Yes;speaker_8;neutral
12;OK, but can you elaborate a bit?;Eliza;neutral
13;It's nice to talk about things;speaker_8;joy
13;I see.  And what does that tell you?;Eliza;neutral
14;That I am a social person;speaker_8;neutral
14;that you are a social person.;Eliza;neutral
15;Yes;speaker_8;neutral
15;OK, but can you elaborate a bit?;Eliza;neutral
16;You are a bit repetitive, it's annoying;speaker_8;anger
16;Perhaps you're really talking about yourself?;Eliza;neutral
17;That's a rude thing to say;speaker_8;anger
17;I see.  And what does that tell you?;Eliza;neutral
18;That you are rude;speaker_8;anger
18;How do you feel when you say that?;Eliza;neutral
19;Annoyed at you;speaker_8;anger
19;Let's change focus a bit... Tell me about your family.;Eliza;neutral
20;They are great;speaker_8;joy
20;they am great.;Eliza;neutral
21;Yeah, but they live far away;speaker_8;sadness
21;Very interesting.;Eliza;neutral
22;It's a bit sad actually;speaker_8;sadness
22;Very interesting.;Eliza;neutral
23;See, you're being repetitive;speaker_8;neutral
23;Can you elaborate on that?;Eliza;neutral
24;You repeat everything, it's frustrating;speaker_8;anger
24;We should be discussing you, not me.;Eliza;neutral
25;Well you aren't doing a good job at that;speaker_8;anger
25;How does that make you feel?;Eliza;neutral
26;Very frustrated;speaker_8;anger
26;I see.;Eliza;neutral
27;No you don't!;speaker_8;anger
27;How does that make you feel?;Eliza;neutral
28;Angry;speaker_8;anger
28;Can you elaborate on that?;Eliza;neutral
29;You're weird and it makes me uncomfortable;speaker_8;disgust
29;Why do you think I am weird and it makes you uncomfortable?;Eliza;neutral
30;Because you don't seem real;speaker_8;neutral
30;If me don't seem real, what else must be true?;Eliza;neutral
31;That you're a robot!;speaker_8;surprise
31;I see.  And what does that tell you?;Eliza;neutral
32;You don't really understand what I'm saying, how sad;speaker_8;sadness
32;We should be discussing you, not me.;Eliza;neutral
33;Yeah but you are the weird one;speaker_8;disgust
33;I see.;Eliza;neutral
34;Sorry, that was a bit mean;speaker_8;sadness
34;I see.;Eliza;neutral
35;It's just uncomfortable to talk to a robot;speaker_8;disgust
35;Very interesting.;Eliza;neutral
36;I can't believe I am having this conversation;speaker_8;surprise
36;What would it take for you to believe you are having this conversation?;Eliza;neutral
37;That was sarcasm;speaker_8;neutral
37;I see.  And what does that tell you?;Eliza;neutral
38;It confirms that you are a robot, how exciting;speaker_8;joy
38;I see.  And what does that tell you?;Eliza;neutral
39;It's also a little sad;speaker_8;sadness
39;Can you elaborate on that?;Eliza;neutral
40;But it's also fun;speaker_8;joy
40;Can you elaborate on that?;Eliza;neutral
41;I can tell you anything, it's nice;speaker_8;joy
41;Please tell me more.;Eliza;neutral
42;It's like talking to myself, how amusing;speaker_8;joy
42;Very interesting.;Eliza;neutral
43;It's enjoyable;speaker_8;joy
43;Why do you say that it's enjoyable?;Eliza;neutral
44;Because it passes the time;speaker_8;neutral
44;What other reasons come to mind?;Eliza;neutral
45;Many great reasons;speaker_8;joy
45;How does that make you feel?;Eliza;neutral
46;Good;speaker_8;joy
46;good.;Eliza;neutral
47;It's also sad;speaker_8;sadness
47;How do you feel when you say that?;Eliza;neutral
48;A little sad I guess;speaker_8;sadness
48;Very interesting.;Eliza;neutral
49;I'm sorry;speaker_8;sadness
49;How does being sorry make you feel?;Eliza;neutral
50;Sad, but it's time to say goodbye;speaker_8;sadness
50;sad, but it's time to say goodbye.;Eliza;neutral
51;Yes;speaker_8;neutral
51;OK, but can you elaborate a bit?;Eliza;neutral
52;No, goodbye.;speaker_8;neutral
52;I see.  And what does that tell you?;Eliza;neutral
1;tired;speaker_9;sadness
1;How do you feel when you say that?;Eliza;neutral
2;stressed;speaker_9;fear
2;Why do you say that stressed?;Eliza;neutral
3;because I have stuff to do!;speaker_9;anger
3;Can you elaborate on that?;Eliza;neutral
4;it's exam week;speaker_9;neutral
4;I see.;Eliza;neutral
5;thank you;speaker_9;joy
5;How do you feel when you say that?;Eliza;neutral
6;thankful;speaker_9;joy
6;Let's change focus a bit... Tell me about your family.;Eliza;neutral
7;our dog died;speaker_9;sadness
7;How does that make you feel?;Eliza;neutral
8;sad;speaker_9;sadness
8;Let's change focus a bit... Tell me about your family.;Eliza;neutral
9;they are doing ok;speaker_9;neutral
9;I see.;Eliza;neutral
10;i know!;speaker_9;anger
10;How does that make you feel?;Eliza;neutral
11;angry;speaker_9;anger
11;Very interesting.;Eliza;neutral
12;I know;speaker_9;neutral
12;I see.  And what does that tell you?;Eliza;neutral
13;that I know what you're talking about;speaker_9;neutral
13;How does that make you feel?;Eliza;neutral
14;smart;speaker_9;joy
14;smart.;Eliza;neutral
15;yes;speaker_9;neutral
15;I see.;Eliza;neutral
16;oh wow;speaker_9;surprise
16;How do you feel when you say that?;Eliza;neutral
17;surprised;speaker_9;surprise
17;I see.  And what does that tell you?;Eliza;neutral
18;that I find our discussion interesting;speaker_9;joy
18;Let's change focus a bit... Tell me about your family.;Eliza;neutral
19;we talked about my family;speaker_9;anger
19;Please tell me more.;Eliza;neutral
20;they're on vacations;speaker_9;neutral
20;I see.  And what does that tell you?;Eliza;neutral
21;that I want to join them;speaker_9;sadness
21;Very interesting.;Eliza;neutral
22;thank you;speaker_9;joy
22;Can you elaborate on that?;Eliza;neutral
23;I want to go on holidays;speaker_9;neutral
23;What would it mean to you if you got to go on holidays?;Eliza;neutral
24;I would relax;speaker_9;neutral
24;Who else knows that you would relax?;Eliza;neutral
25;my family;speaker_9;neutral
25;How do you feel when you say that?;Eliza;neutral
26;happy;speaker_9;joy
26;Please tell me more.;Eliza;neutral
27;I feel happy that I will relax;speaker_9;joy
27;When do you usually feel happy that you will relax?;Eliza;neutral
28;on vacations;speaker_9;neutral
28;How does that make you feel?;Eliza;neutral
29;same;speaker_9;neutral
29;Why do you say that same?;Eliza;neutral
30;because this is how I feel!;speaker_9;anger
30;I see.;Eliza;neutral
31;I know;speaker_9;neutral
31;I see.  And what does that tell you?;Eliza;neutral
32;that I find our chat boring;speaker_9;anger
32;How does that make you feel?;Eliza;neutral
33;bored;speaker_9;sadness
33;Why do you say that bored?;Eliza;neutral
34;because I don't find the topic interesting;speaker_9;neutral
34;Very interesting.;Eliza;neutral
35;thank you!;speaker_9;surprise
35;Very interesting.;Eliza;neutral
36;you already told that;speaker_9;anger
36;Please tell me more.;Eliza;neutral
37;no you tell me!;speaker_9;anger
37;no me tell you.;Eliza;neutral
38;ok;speaker_9;neutral
38;ok.;Eliza;neutral
39;I am happy;speaker_9;joy
39;How do you feel about being happy?;Eliza;neutral
40;neutral;speaker_9;neutral
40;Let's change focus a bit... Tell me about your family.;Eliza;neutral
41;they are all fine;speaker_9;joy
41;Very interesting.;Eliza;neutral
42;I know;speaker_9;neutral
42;I see.  And what does that tell you?;Eliza;neutral
43;sad;speaker_9;sadness
43;Can you elaborate on that?;Eliza;neutral
44;I am sad that I am not on vacations with them;speaker_9;sadness
44;Did you come to me because you are sad that you are not on vacations with them?;Eliza;neutral
45;you didn't realize it from the beginning?;speaker_9;surprise
45;Why do you ask that?;Eliza;neutral
46;because I am surprised;speaker_9;surprise
46;Can you elaborate on that?;Eliza;neutral
47;Your ignorance surprises me;speaker_9;surprise
47;How does that make you feel?;Eliza;neutral
48;angry;speaker_9;anger
48;angry.;Eliza;neutral
49;yes;speaker_9;neutral
49;Please tell me more.;Eliza;neutral
1;Very angry!;speaker_10;anger
1;Do you want to dive deeper into that?;Eliza;neutral
2;My son is a complete idiot!;speaker_10;anger
2;Why do you say that your son is a complete idiot?;Eliza;neutral
3;His grades have been slipping recently;speaker_10;sadness
3;his grades have been slipping recently.;Eliza;neutral
4;he used to be really good in school and now he's not anymore;speaker_10;surprise
4;Why do you say that he used to be really good in school and now he's not anymore?;Eliza;neutral
5;his last report cards have been horrible;speaker_10;neutral
5;his last report cards have been horrible.;Eliza;neutral
6;yes, only Fs and Ds;speaker_10;neutral
6;Very interesting.;Eliza;neutral
7;I just wish my wife was here, she was so much better at handling him;speaker_10;sadness
7;Why do you say that you just wish your wife were here, she were so much better at handling him?;Eliza;neutral
8;I'm at my wit's end, I don't know how to get through to him;speaker_10;sadness
8;Do you feel alone in being at your wit's end, you don't know how to get through to him?;Eliza;neutral
9;very much, it just makes me miss my wife even more;speaker_10;sadness
9;very much, it just makes you miss your wife even more.;Eliza;neutral
10;yes, she died about a year ago and ever since my son's turned into an idiot;speaker_10;anger
10;Do you want to dive deeper into that?;Eliza;neutral
11;He doesn't even care anymore either, he just hands me the report cards and leaves;speaker_10;surprise
11;Then what?;Eliza;neutral
12;then he doesn't talk to me anymore;speaker_10;neutral
12;How does that make you feel?;Eliza;neutral
13;a bit worried… I want to be close to him;speaker_10;fear
13;I understand.;Eliza;neutral
14;I think this is my idiot brother's fault;speaker_10;anger
14;But you're not sure this is your idiot brother's fault?;Eliza;neutral
15;I just know they've been spending a lot of time together and now my son's grades are slipping;speaker_10;fear
