ID	Tweet	Label	Score
10291	#Anger or #wrath is an intense emotional response.	anger	0.562
10292	@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!	anger	0.562
10293	if we let that in id be fuming poor keeping	anger	0.562
10294	@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too	anger	0.562
10295	@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you	anger	0.562
10296	@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter	anger	0.562
10297	Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul	anger	0.556
10298	Candace &amp; her pout are getting right on my tits #GBBO	anger	0.562
10299	@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. 	anger	0.491
10300	BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!	anger	0.562
10301	Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.	anger	0.562
10302	ESPN just assumed I wanted their free magazines #offended	anger	0.542
10303	Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol	anger	0.542
10304	.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'	anger	0.593
10305	@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry	anger	0.542
10306	@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended	anger	0.421
10307	... flat party and I instantly get bollocked about it. 	anger	0.542
10308	@everycolorbot more like every color looks the same #triggered #colorblind #offended	anger	0.542
10309	.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  	anger	0.517
10310	@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.	anger	0.542
10311	@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.	anger	0.542
10312	@Idubbbz @LeafyIsHere  I am offended	anger	0.542
10313	@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.	anger	0.542
10314	@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!	anger	0.542
10315	Candice's pout is gonna take someone eye out mate! #GBBO	anger	0.542
10316	I've always had a weird grudge against stingrays ever since one killed Steve Irwin.	anger	0.542
10317	@jwolfie_ why you gotta use the dark skin emoji #offended	anger	0.525
10318	I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross	anger	0.542
10319	I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.	anger	0.542
10320	@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already.	anger	0.542
10321	not to be That Person™ but i get bitter seeing some ravi stans	anger	0.542
10322	@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery	anger	0.542
10323	Michelle is one of the worst players in bb history #bb18 #bbfinale 	anger	0.542
10324	Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!	anger	0.542
10325	A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs	anger	0.542
10326	I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo	anger	0.542
10327	Connivers blind to existential fury	anger	0.542
10328	guys irritate me	anger	0.542
10329	#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage	anger	0.542
10330	@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall	anger	0.542
10331	Need a new outlet for #rage	anger	0.542
10332	@swagalini ive been through the denial and anger i am in pure acceptance	anger	0.491
10333	@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --	anger	0.542
10334	I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well	anger	0.542
10335	@TzumiXIV huff puff	anger	0.519
10336	Hell hath not fury like a hamstring cramp. #ouch	anger	0.542
10337	Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄	anger	0.542
10338	@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me	anger	0.542
10339	@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔	anger	0.542
10340	@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.	anger	0.542
10341	when you find out the initiative isn't even a thing 😧 #revenge	anger	0.542
10342	@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY	anger	0.542
10343	I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect	anger	0.521
10344	That AK47 leave your spine with a frown	anger	0.521
10345	come on let's make em hate 😘make em pout they face 👿😩.	anger	0.521
10346	Recommended reading: Prisoners of Hate by Aaron Beck #anger	anger	0.521
10347	@Alanafergusson snap meee	anger	0.521
10348	@KimLy resent	anger	0.521
10349	Forever angry that gh ruined Molly and morgan's bond/friendship 	anger	0.521
10350	#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown	anger	0.521
10351	@TillTheEndMMVI I accidetly dumped boiling water my myself 😫	anger	0.521
10352	@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. 	anger	0.521
10353	As usual disappointing #offense by @HoustonTexans ...#Texans	anger	0.458
10354	@mdivincenzo9 he's stupid, I hate him lol 	anger	0.521
10355	@PuseLepuru it's the irritation of not having found the corpse	anger	0.500
10356	never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*	anger	0.521
10357	@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.	anger	0.521
10358	@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter	anger	0.517
10359	whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me	anger	0.415
10360	@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage	anger	0.521
10361	I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage	anger	0.566
10362	@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.	anger	0.521
10363	@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷	anger	0.521
10364	Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet	anger	0.521
10365	@m_warner21 Yikes. The wrath of Maddie...	anger	0.521
10366	@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.	anger	0.521
10367	.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying	anger	0.521
10368	#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget	anger	0.521
10369	I need some to help with my anger	anger	0.574
10370	@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter	anger	0.521
10371	Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed	anger	0.521
10372	Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.	anger	0.521
10373	Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO	anger	0.373
10374	@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec	anger	0.521
10375	@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂	anger	0.521
10376	Candice's standing pout face aggravates me every week	anger	0.521
10377	Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩	anger	0.521
10378	@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter	anger	0.521
10379	@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.	anger	0.521
10380	As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry	anger	0.521
10381	don't provoke me after letting me down !	anger	0.521
10382	could never be a angry drunk lol yall weirdos just enjoy your time	anger	0.521
10383	Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving	anger	0.521
10384	@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW	anger	0.500
10385	@Trump_Videos she looks completely #rabid @realDonaldTrump	anger	0.500
10386	Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values	anger	0.500
10387	#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen	anger	0.500
10388	Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??	anger	0.500
10389	@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin	anger	0.500
10390	Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom.	anger	0.500
10391	I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩	anger	0.500
10392	That grudge you're holding keeps making an appearance because #God wants you to deal with it.	anger	0.500
10393	@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.	anger	0.500
